Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/10000 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [64, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [64, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 32%|███▏      | 3199/10000 [1:38:29<3:16:55,  1.74s/it]
total loss: 10.817660875320435 | trans loss: 10.817660875320435
total loss: 6.055683808326721 | trans loss: 6.055683808326721
total loss: 6.003811340332032 | trans loss: 6.003811340332032
total loss: 5.831723971366882 | trans loss: 5.831723971366882
total loss: 5.691475772857666 | trans loss: 5.691475772857666
total loss: 5.738947410583496 | trans loss: 5.738947410583496
total loss: 5.631339597702026 | trans loss: 5.631339597702026
total loss: 5.6057447338104245 | trans loss: 5.6057447338104245
total loss: 5.422713117599487 | trans loss: 5.422713117599487
total loss: 5.562851166725158 | trans loss: 5.562851166725158
total loss: 5.389593071937561 | trans loss: 5.389593071937561
total loss: 5.38603253364563 | trans loss: 5.38603253364563
total loss: 5.3518160676956175 | trans loss: 5.3518160676956175
total loss: 5.376712989807129 | trans loss: 5.376712989807129
total loss: 5.219968938827515 | trans loss: 5.219968938827515
total loss: 5.241649222373963 | trans loss: 5.241649222373963
total loss: 5.270815167427063 | trans loss: 5.270815167427063
total loss: 5.135305395126343 | trans loss: 5.135305395126343
total loss: 5.105893716812134 | trans loss: 5.105893716812134
total loss: 5.200857701301575 | trans loss: 5.200857701301575
total loss: 5.122288303375244 | trans loss: 5.122288303375244
total loss: 5.010224165916443 | trans loss: 5.010224165916443
total loss: 5.0006528663635255 | trans loss: 5.0006528663635255
total loss: 5.051426687240601 | trans loss: 5.051426687240601
total loss: 4.98190742969513 | trans loss: 4.98190742969513
total loss: 4.880604257583618 | trans loss: 4.880604257583618
total loss: 4.916857604980469 | trans loss: 4.916857604980469
total loss: 4.941336164474487 | trans loss: 4.941336164474487
total loss: 4.93128228187561 | trans loss: 4.93128228187561
total loss: 4.839129548072815 | trans loss: 4.839129548072815
total loss: 4.854448413848877 | trans loss: 4.854448413848877
total loss: 4.871878609657288 | trans loss: 4.871878609657288
total loss: 4.850862216949463 | trans loss: 4.850862216949463
total loss: 4.874874138832093 | trans loss: 4.874874138832093
total loss: 4.840528945922852 | trans loss: 4.840528945922852
total loss: 4.8334781932830815 | trans loss: 4.8334781932830815
total loss: 4.854642333984375 | trans loss: 4.854642333984375
total loss: 4.763534135818482 | trans loss: 4.763534135818482
total loss: 4.739109735488892 | trans loss: 4.739109735488892
total loss: 4.69742292881012 | trans loss: 4.69742292881012
total loss: 4.6788650274276735 | trans loss: 4.6788650274276735
total loss: 4.701524376869202 | trans loss: 4.701524376869202
total loss: 4.738979291915894 | trans loss: 4.738979291915894
total loss: 4.747945623397827 | trans loss: 4.747945623397827
total loss: 4.712047395706176 | trans loss: 4.712047395706176
total loss: 4.769574356079102 | trans loss: 4.769574356079102
total loss: 4.715109629631042 | trans loss: 4.715109629631042
total loss: 4.774459300041198 | trans loss: 4.774459300041198
total loss: 4.673229179382324 | trans loss: 4.673229179382324
total loss: 4.642861671447754 | trans loss: 4.642861671447754
total loss: 4.644384713172912 | trans loss: 4.644384713172912
total loss: 4.729698233604431 | trans loss: 4.729698233604431
total loss: 4.66304160118103 | trans loss: 4.66304160118103
total loss: 4.667930216789245 | trans loss: 4.667930216789245
total loss: 4.598038184642792 | trans loss: 4.598038184642792
total loss: 4.643361849784851 | trans loss: 4.643361849784851
total loss: 4.622207665443421 | trans loss: 4.622207665443421
total loss: 4.542825303077698 | trans loss: 4.542825303077698
total loss: 4.607230334281922 | trans loss: 4.607230334281922
total loss: 4.583626916408539 | trans loss: 4.583626916408539
total loss: 4.540217123031616 | trans loss: 4.540217123031616
total loss: 4.521217746734619 | trans loss: 4.521217746734619
total loss: 4.65627546787262 | trans loss: 4.65627546787262
total loss: 4.515126338005066 | trans loss: 4.515126338005066
total loss: 4.491742000579834 | trans loss: 4.491742000579834
total loss: 4.576345076560974 | trans loss: 4.576345076560974
total loss: 4.629968376159668 | trans loss: 4.629968376159668
total loss: 4.551888756752014 | trans loss: 4.551888756752014
total loss: 4.5376057434082036 | trans loss: 4.5376057434082036
total loss: 4.599302566051483 | trans loss: 4.599302566051483
total loss: 4.575297710895538 | trans loss: 4.575297710895538
total loss: 4.589504446983337 | trans loss: 4.589504446983337
total loss: 4.530987348556518 | trans loss: 4.530987348556518
total loss: 4.553296160697937 | trans loss: 4.553296160697937
{'lr': np.float64(8.95993398309605e-05),
 'total_loss': np.float64(6.034824457359314),
 'trans_loss': np.float64(6.034824457359314)}
Rank [0], Epoch [1]: Training on train dataset
 32%|███▏      | 3199/10000 [1:33:09<3:16:46,  1.74s/it]
total loss: 4.53321569442749 | trans loss: 4.53321569442749
total loss: 4.558457696437836 | trans loss: 4.558457696437836
total loss: 4.552451386451721 | trans loss: 4.552451386451721
total loss: 4.4665297245979305 | trans loss: 4.4665297245979305
total loss: 4.505040154457093 | trans loss: 4.505040154457093
total loss: 4.459787485599517 | trans loss: 4.459787485599517
total loss: 4.479796280860901 | trans loss: 4.479796280860901
total loss: 4.3832272219657895 | trans loss: 4.3832272219657895
total loss: 4.504247727394104 | trans loss: 4.504247727394104
total loss: 4.561080214977264 | trans loss: 4.561080214977264
total loss: 4.447960860729218 | trans loss: 4.447960860729218
total loss: 4.48721165895462 | trans loss: 4.48721165895462
total loss: 4.44856104850769 | trans loss: 4.44856104850769
total loss: 4.444662415981293 | trans loss: 4.444662415981293
total loss: 4.414383797645569 | trans loss: 4.414383797645569
total loss: 4.398000164031982 | trans loss: 4.398000164031982
total loss: 4.509434180259705 | trans loss: 4.509434180259705
total loss: 4.470685918331146 | trans loss: 4.470685918331146
total loss: 4.375976357460022 | trans loss: 4.375976357460022
total loss: 4.453897337913514 | trans loss: 4.453897337913514
total loss: 4.421695547103882 | trans loss: 4.421695547103882
total loss: 4.394733839035034 | trans loss: 4.394733839035034
total loss: 4.472696681022644 | trans loss: 4.472696681022644
total loss: 4.459414677619934 | trans loss: 4.459414677619934
total loss: 4.378696439266204 | trans loss: 4.378696439266204
total loss: 4.4329799151420595 | trans loss: 4.4329799151420595
total loss: 4.494380605220795 | trans loss: 4.494380605220795
total loss: 4.353695595264435 | trans loss: 4.353695595264435
total loss: 4.331403834819794 | trans loss: 4.331403834819794
total loss: 4.4154176020622256 | trans loss: 4.4154176020622256
total loss: 4.394270231723786 | trans loss: 4.394270231723786
total loss: 4.406781566143036 | trans loss: 4.406781566143036
total loss: 4.361709342002869 | trans loss: 4.361709342002869
total loss: 4.400505862236023 | trans loss: 4.400505862236023
total loss: 4.42929744720459 | trans loss: 4.42929744720459
total loss: 4.410461456775665 | trans loss: 4.410461456775665
total loss: 4.414997892379761 | trans loss: 4.414997892379761
total loss: 4.400365993976593 | trans loss: 4.400365993976593
total loss: 4.358887794017792 | trans loss: 4.358887794017792
total loss: 4.370354151725769 | trans loss: 4.370354151725769
total loss: 4.341750063896179 | trans loss: 4.341750063896179
total loss: 4.4222814035415645 | trans loss: 4.4222814035415645
total loss: 4.365663270950318 | trans loss: 4.365663270950318
total loss: 4.31746149301529 | trans loss: 4.31746149301529
total loss: 4.356559412479401 | trans loss: 4.356559412479401
total loss: 4.358289692401886 | trans loss: 4.358289692401886
total loss: 4.374910352230072 | trans loss: 4.374910352230072
total loss: 4.383505008220673 | trans loss: 4.383505008220673
total loss: 4.379671866893768 | trans loss: 4.379671866893768
total loss: 4.3456419610977175 | trans loss: 4.3456419610977175
total loss: 4.386042704582215 | trans loss: 4.386042704582215
total loss: 4.332087297439575 | trans loss: 4.332087297439575
total loss: 4.413239095211029 | trans loss: 4.413239095211029
total loss: 4.3217516922950745 | trans loss: 4.3217516922950745
total loss: 4.295963680744171 | trans loss: 4.295963680744171
total loss: 4.390527880191803 | trans loss: 4.390527880191803
total loss: 4.302778763771057 | trans loss: 4.302778763771057
total loss: 4.3478151679039 | trans loss: 4.3478151679039
total loss: 4.369510178565979 | trans loss: 4.369510178565979
total loss: 4.332240343093872 | trans loss: 4.332240343093872
total loss: 4.296250450611114 | trans loss: 4.296250450611114
total loss: 4.29744994878769 | trans loss: 4.29744994878769
total loss: 4.306267354488373 | trans loss: 4.306267354488373
total loss: 4.349006161689759 | trans loss: 4.349006161689759
total loss: 4.315516858100891 | trans loss: 4.315516858100891
total loss: 4.345143382549286 | trans loss: 4.345143382549286
total loss: 4.337874133586883 | trans loss: 4.337874133586883
total loss: 4.31378952741623 | trans loss: 4.31378952741623
total loss: 4.270151777267456 | trans loss: 4.270151777267456
total loss: 4.279475655555725 | trans loss: 4.279475655555725
total loss: 4.311168971061707 | trans loss: 4.311168971061707
total loss: 4.311522488594055 | trans loss: 4.311522488594055
total loss: 4.294719636440277 | trans loss: 4.294719636440277
total loss: 4.287467093467712 | trans loss: 4.287467093467712
total loss: 4.301475012302399 | trans loss: 4.301475012302399
total loss: 4.305478467941284 | trans loss: 4.305478467941284
total loss: 4.342934277057648 | trans loss: 4.342934277057648
total loss: 4.305767257213592 | trans loss: 4.305767257213592
total loss: 4.291130366325379 | trans loss: 4.291130366325379
total loss: 4.2981554436683655 | trans loss: 4.2981554436683655
total loss: 4.296530728340149 | trans loss: 4.296530728340149
total loss: 4.314393556118011 | trans loss: 4.314393556118011
total loss: 4.294748101234436 | trans loss: 4.294748101234436
total loss: 4.267090728282929 | trans loss: 4.267090728282929
total loss: 4.288371908664703 | trans loss: 4.288371908664703
total loss: 4.247064895629883 | trans loss: 4.247064895629883
total loss: 4.295476574897766 | trans loss: 4.295476574897766
total loss: 4.244614093303681 | trans loss: 4.244614093303681
total loss: 4.246126112937927 | trans loss: 4.246126112937927
total loss: 4.300634799003601 | trans loss: 4.300634799003601
total loss: 4.201416127681732 | trans loss: 4.201416127681732
total loss: 4.237012155056 | trans loss: 4.237012155056
total loss: 4.218542819023132 | trans loss: 4.218542819023132
total loss: 4.3260500884056095 | trans loss: 4.3260500884056095
total loss: 4.339900925159454 | trans loss: 4.339900925159454
total loss: 4.19148122549057 | trans loss: 4.19148122549057
total loss: 4.275448725223542 | trans loss: 4.275448725223542
total loss: 4.2373881149292 | trans loss: 4.2373881149292
total loss: 4.217366366386414 | trans loss: 4.217366366386414
total loss: 4.270230162143707 | trans loss: 4.270230162143707
{'lr': np.float64(9.574195810508491e-05),
 'total_loss': np.float64(4.361656776022911),
 'trans_loss': np.float64(4.361656776022911)}
Rank [0], Epoch [2]: Training on train dataset
 32%|███▏      | 3199/10000 [1:31:31<3:19:44,  1.76s/it]
total loss: 4.233783292770386 | trans loss: 4.233783292770386
total loss: 4.288140802383423 | trans loss: 4.288140802383423
total loss: 4.239301500320434 | trans loss: 4.239301500320434
total loss: 4.285577499866486 | trans loss: 4.285577499866486
total loss: 4.293948957920074 | trans loss: 4.293948957920074
total loss: 4.207733829021453 | trans loss: 4.207733829021453
total loss: 4.226126530170441 | trans loss: 4.226126530170441
total loss: 4.270456488132477 | trans loss: 4.270456488132477
total loss: 4.237357642650604 | trans loss: 4.237357642650604
total loss: 4.1800625610351565 | trans loss: 4.1800625610351565
total loss: 4.242413425445557 | trans loss: 4.242413425445557
total loss: 4.244166429042816 | trans loss: 4.244166429042816
total loss: 4.188359408378601 | trans loss: 4.188359408378601
total loss: 4.1910366177558895 | trans loss: 4.1910366177558895
total loss: 4.223695547580719 | trans loss: 4.223695547580719
total loss: 4.191952037811279 | trans loss: 4.191952037811279
total loss: 4.205148196220398 | trans loss: 4.205148196220398
total loss: 4.22841715335846 | trans loss: 4.22841715335846
total loss: 4.218083703517914 | trans loss: 4.218083703517914
total loss: 4.250022809505463 | trans loss: 4.250022809505463
total loss: 4.244061031341553 | trans loss: 4.244061031341553
total loss: 4.238268339633942 | trans loss: 4.238268339633942
total loss: 4.2591154313087465 | trans loss: 4.2591154313087465
total loss: 4.284629547595978 | trans loss: 4.284629547595978
total loss: 4.268646366596222 | trans loss: 4.268646366596222
total loss: 4.266218440532684 | trans loss: 4.266218440532684
total loss: 4.179614202976227 | trans loss: 4.179614202976227
total loss: 4.287808585166931 | trans loss: 4.287808585166931
total loss: 4.255297062397003 | trans loss: 4.255297062397003
total loss: 4.230463778972625 | trans loss: 4.230463778972625
total loss: 4.203515772819519 | trans loss: 4.203515772819519
total loss: 4.260398392677307 | trans loss: 4.260398392677307
total loss: 4.144326529502869 | trans loss: 4.144326529502869
total loss: 4.234269061088562 | trans loss: 4.234269061088562
total loss: 4.168716955184936 | trans loss: 4.168716955184936
total loss: 4.207216773033142 | trans loss: 4.207216773033142
total loss: 4.182798290252686 | trans loss: 4.182798290252686
total loss: 4.223586173057556 | trans loss: 4.223586173057556
total loss: 4.206182825565338 | trans loss: 4.206182825565338
total loss: 4.261931970119476 | trans loss: 4.261931970119476
total loss: 4.2068634128570555 | trans loss: 4.2068634128570555
total loss: 4.19597963809967 | trans loss: 4.19597963809967
total loss: 4.2509967231750485 | trans loss: 4.2509967231750485
total loss: 4.172824904918671 | trans loss: 4.172824904918671
total loss: 4.2343405866622925 | trans loss: 4.2343405866622925
total loss: 4.25958984375 | trans loss: 4.25958984375
total loss: 4.247781164646149 | trans loss: 4.247781164646149
total loss: 4.186711616516114 | trans loss: 4.186711616516114
total loss: 4.213657269477844 | trans loss: 4.213657269477844
total loss: 4.198247361183166 | trans loss: 4.198247361183166
total loss: 4.184435482025147 | trans loss: 4.184435482025147
total loss: 4.23812031507492 | trans loss: 4.23812031507492
total loss: 4.241548726558685 | trans loss: 4.241548726558685
total loss: 4.231978836059571 | trans loss: 4.231978836059571
total loss: 4.149942593574524 | trans loss: 4.149942593574524
total loss: 4.169533176422119 | trans loss: 4.169533176422119
total loss: 4.145579917430878 | trans loss: 4.145579917430878
total loss: 4.13884957075119 | trans loss: 4.13884957075119
total loss: 4.1263835024833675 | trans loss: 4.1263835024833675
total loss: 4.199310455322266 | trans loss: 4.199310455322266
total loss: 4.160588057041168 | trans loss: 4.160588057041168
total loss: 4.209215717315674 | trans loss: 4.209215717315674
total loss: 4.201582639217377 | trans loss: 4.201582639217377
total loss: 4.215704941749573 | trans loss: 4.215704941749573
total loss: 4.203897097110748 | trans loss: 4.203897097110748
total loss: 4.167773995399475 | trans loss: 4.167773995399475
total loss: 4.170951688289643 | trans loss: 4.170951688289643
total loss: 4.12470285654068 | trans loss: 4.12470285654068
total loss: 4.175873756408691 | trans loss: 4.175873756408691
total loss: 4.147381298542022 | trans loss: 4.147381298542022
total loss: 4.144592037200928 | trans loss: 4.144592037200928
total loss: 4.205287687778473 | trans loss: 4.205287687778473
total loss: 4.2402688193321225 | trans loss: 4.2402688193321225
total loss: 4.1767573642730715 | trans loss: 4.1767573642730715
total loss: 4.19343359708786 | trans loss: 4.19343359708786
total loss: 4.147967793941498 | trans loss: 4.147967793941498
total loss: 4.154522342681885 | trans loss: 4.154522342681885
total loss: 4.177721331119537 | trans loss: 4.177721331119537
total loss: 4.168628511428833 | trans loss: 4.168628511428833
total loss: 4.144720649719238 | trans loss: 4.144720649719238
total loss: 4.1398742747306825 | trans loss: 4.1398742747306825
total loss: 4.218432159423828 | trans loss: 4.218432159423828
total loss: 4.146818504333496 | trans loss: 4.146818504333496
total loss: 4.204102132320404 | trans loss: 4.204102132320404
total loss: 4.161535031795502 | trans loss: 4.161535031795502
total loss: 4.127869551181793 | trans loss: 4.127869551181793
total loss: 4.169651598930359 | trans loss: 4.169651598930359
total loss: 4.139422359466553 | trans loss: 4.139422359466553
total loss: 4.151404197216034 | trans loss: 4.151404197216034
total loss: 4.188111875057221 | trans loss: 4.188111875057221
total loss: 4.158299832344055 | trans loss: 4.158299832344055
total loss: 4.142988617420197 | trans loss: 4.142988617420197
total loss: 4.180821723937989 | trans loss: 4.180821723937989
total loss: 4.164440135955811 | trans loss: 4.164440135955811
total loss: 4.10498658657074 | trans loss: 4.10498658657074
total loss: 4.16907258272171 | trans loss: 4.16907258272171
total loss: 4.204684443473816 | trans loss: 4.204684443473816
total loss: 4.249802141189575 | trans loss: 4.249802141189575
total loss: 4.158198246955871 | trans loss: 4.158198246955871
total loss: 4.124907307624817 | trans loss: 4.124907307624817
{'lr': np.float64(8.747748107081876e-05),
 'total_loss': np.float64(4.200825205445289),
 'trans_loss': np.float64(4.200825205445289)}
Rank [0], Epoch [3]: Training on train dataset
 32%|███▏      | 3199/10000 [1:31:24<3:19:27,  1.76s/it]
total loss: 4.103828549385071 | trans loss: 4.103828549385071
total loss: 4.142159144878388 | trans loss: 4.142159144878388
total loss: 4.167350935935974 | trans loss: 4.167350935935974
total loss: 4.149067976474762 | trans loss: 4.149067976474762
total loss: 4.163060338497162 | trans loss: 4.163060338497162
total loss: 4.157023594379425 | trans loss: 4.157023594379425
total loss: 4.191671731472016 | trans loss: 4.191671731472016
total loss: 4.1676368498802185 | trans loss: 4.1676368498802185
total loss: 4.160396120548248 | trans loss: 4.160396120548248
total loss: 4.110110275745392 | trans loss: 4.110110275745392
total loss: 4.138229477405548 | trans loss: 4.138229477405548
total loss: 4.161269028186798 | trans loss: 4.161269028186798
total loss: 4.149637682437897 | trans loss: 4.149637682437897
total loss: 4.14358056306839 | trans loss: 4.14358056306839
total loss: 4.122095263004303 | trans loss: 4.122095263004303
total loss: 4.1390906643867496 | trans loss: 4.1390906643867496
total loss: 4.1200329470634465 | trans loss: 4.1200329470634465
total loss: 4.147080590724945 | trans loss: 4.147080590724945
total loss: 4.156649661064148 | trans loss: 4.156649661064148
total loss: 4.145488083362579 | trans loss: 4.145488083362579
total loss: 4.077481510639191 | trans loss: 4.077481510639191
total loss: 4.147015173435211 | trans loss: 4.147015173435211
total loss: 4.090240097045898 | trans loss: 4.090240097045898
total loss: 4.107063434123993 | trans loss: 4.107063434123993
total loss: 4.161727917194367 | trans loss: 4.161727917194367
total loss: 4.144555530548096 | trans loss: 4.144555530548096
total loss: 4.1922827291488645 | trans loss: 4.1922827291488645
total loss: 4.135045182704926 | trans loss: 4.135045182704926
total loss: 4.132439365386963 | trans loss: 4.132439365386963
total loss: 4.1685218596458435 | trans loss: 4.1685218596458435
total loss: 4.15115660905838 | trans loss: 4.15115660905838
total loss: 4.131461920738221 | trans loss: 4.131461920738221
total loss: 4.174316532611847 | trans loss: 4.174316532611847
total loss: 4.152016088962555 | trans loss: 4.152016088962555
total loss: 4.112573699951172 | trans loss: 4.112573699951172
total loss: 4.125038986206055 | trans loss: 4.125038986206055
total loss: 4.1220693778991695 | trans loss: 4.1220693778991695
total loss: 4.112056932449341 | trans loss: 4.112056932449341
total loss: 4.172929258346557 | trans loss: 4.172929258346557
total loss: 4.171238188743591 | trans loss: 4.171238188743591
total loss: 4.156193940639496 | trans loss: 4.156193940639496
total loss: 4.185240840911865 | trans loss: 4.185240840911865
total loss: 4.176879842281341 | trans loss: 4.176879842281341
total loss: 4.125503227710724 | trans loss: 4.125503227710724
total loss: 4.121482253074646 | trans loss: 4.121482253074646
total loss: 4.099521360397339 | trans loss: 4.099521360397339
total loss: 4.121403803825379 | trans loss: 4.121403803825379
total loss: 4.13090268611908 | trans loss: 4.13090268611908
total loss: 4.163887095451355 | trans loss: 4.163887095451355
total loss: 4.119042117595672 | trans loss: 4.119042117595672
total loss: 4.067660596370697 | trans loss: 4.067660596370697
total loss: 4.108289744853973 | trans loss: 4.108289744853973
total loss: 4.153230087757111 | trans loss: 4.153230087757111
total loss: 4.099987552165985 | trans loss: 4.099987552165985
total loss: 4.080517671108246 | trans loss: 4.080517671108246
total loss: 4.100179500579834 | trans loss: 4.100179500579834
total loss: 4.146572225093841 | trans loss: 4.146572225093841
total loss: 4.196328501701355 | trans loss: 4.196328501701355
total loss: 4.162445106506348 | trans loss: 4.162445106506348
total loss: 4.082858510017395 | trans loss: 4.082858510017395
total loss: 4.087918190956116 | trans loss: 4.087918190956116
total loss: 4.078961384296417 | trans loss: 4.078961384296417
total loss: 4.088111445903778 | trans loss: 4.088111445903778
total loss: 4.120089426040649 | trans loss: 4.120089426040649
total loss: 4.134171757698059 | trans loss: 4.134171757698059
total loss: 4.160353052616119 | trans loss: 4.160353052616119
total loss: 4.163334896564484 | trans loss: 4.163334896564484
total loss: 4.147869136333465 | trans loss: 4.147869136333465
total loss: 4.096246988773346 | trans loss: 4.096246988773346
total loss: 4.097450180053711 | trans loss: 4.097450180053711
total loss: 4.096776647567749 | trans loss: 4.096776647567749
total loss: 4.0967756724357605 | trans loss: 4.0967756724357605
total loss: 4.163739430904388 | trans loss: 4.163739430904388
total loss: 4.095605125427246 | trans loss: 4.095605125427246
total loss: 4.128906855583191 | trans loss: 4.128906855583191
total loss: 4.142289645671845 | trans loss: 4.142289645671845
total loss: 4.140409123897553 | trans loss: 4.140409123897553
total loss: 4.104436829090118 | trans loss: 4.104436829090118
total loss: 4.098973851203919 | trans loss: 4.098973851203919
total loss: 4.095464904308319 | trans loss: 4.095464904308319
total loss: 4.116716499328613 | trans loss: 4.116716499328613
total loss: 4.12577240228653 | trans loss: 4.12577240228653
total loss: 4.143587069511414 | trans loss: 4.143587069511414
total loss: 4.127376923561096 | trans loss: 4.127376923561096
total loss: 4.064377975463867 | trans loss: 4.064377975463867
total loss: 4.153235168457031 | trans loss: 4.153235168457031
total loss: 4.080777342319489 | trans loss: 4.080777342319489
total loss: 4.171281473636627 | trans loss: 4.171281473636627
total loss: 4.160801615715027 | trans loss: 4.160801615715027
total loss: 4.11373375415802 | trans loss: 4.11373375415802
total loss: 4.093710536956787 | trans loss: 4.093710536956787
total loss: 4.077895126342773 | trans loss: 4.077895126342773
total loss: 4.104724431037903 | trans loss: 4.104724431037903
total loss: 4.063111727237701 | trans loss: 4.063111727237701
total loss: 4.131719999313354 | trans loss: 4.131719999313354
total loss: 4.125829966068268 | trans loss: 4.125829966068268
total loss: 4.059378592967987 | trans loss: 4.059378592967987
total loss: 4.112947528362274 | trans loss: 4.112947528362274
total loss: 4.1737655782699585 | trans loss: 4.1737655782699585
total loss: 4.080632145404816 | trans loss: 4.080632145404816
{'lr': np.float64(7.559339055208136e-05),
 'total_loss': np.float64(4.129340769386292),
 'trans_loss': np.float64(4.129340769386292)}
Rank [0], Epoch [4]: Training on train dataset
 32%|███▏      | 3199/10000 [1:32:39<3:20:30,  1.77s/it]
total loss: 4.062038779258728 | trans loss: 4.062038779258728
total loss: 4.10230776309967 | trans loss: 4.10230776309967
total loss: 4.114019274711609 | trans loss: 4.114019274711609
total loss: 4.122961368560791 | trans loss: 4.122961368560791
total loss: 4.111756045818328 | trans loss: 4.111756045818328
total loss: 4.124157733917237 | trans loss: 4.124157733917237
total loss: 4.1132420682907105 | trans loss: 4.1132420682907105
total loss: 4.05158483505249 | trans loss: 4.05158483505249
total loss: 4.148932831287384 | trans loss: 4.148932831287384
total loss: 4.065183634757996 | trans loss: 4.065183634757996
total loss: 4.064899430274964 | trans loss: 4.064899430274964
total loss: 4.0955121088027955 | trans loss: 4.0955121088027955
total loss: 4.1469253325462345 | trans loss: 4.1469253325462345
total loss: 4.0614565348625185 | trans loss: 4.0614565348625185
total loss: 4.024887764453888 | trans loss: 4.024887764453888
total loss: 4.1198011493682865 | trans loss: 4.1198011493682865
total loss: 4.082416017055511 | trans loss: 4.082416017055511
total loss: 4.081853740215301 | trans loss: 4.081853740215301
total loss: 4.158464820384979 | trans loss: 4.158464820384979
total loss: 4.085439124107361 | trans loss: 4.085439124107361
total loss: 4.077509138584137 | trans loss: 4.077509138584137
total loss: 4.145539793968201 | trans loss: 4.145539793968201
total loss: 4.09019939661026 | trans loss: 4.09019939661026
total loss: 4.100394742488861 | trans loss: 4.100394742488861
total loss: 4.123293306827545 | trans loss: 4.123293306827545
total loss: 4.088480935096741 | trans loss: 4.088480935096741
total loss: 4.109323892593384 | trans loss: 4.109323892593384
