Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/16666 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [36, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [36, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 19%|█▉        | 3199/16666 [59:18<4:12:00,  1.12s/it]
total loss: 25.127712745666503 | trans loss: 10.802934856414796
total loss: 6.378155035972595 | trans loss: 4.690088963508606
total loss: 6.323409185409546 | trans loss: 4.682608835697174
total loss: 6.3585669040679935 | trans loss: 4.654475727081299
total loss: 6.24063690662384 | trans loss: 4.638389363288879
total loss: 6.240951285362244 | trans loss: 4.619942102432251
total loss: 6.203819274902344 | trans loss: 4.587408020496368
total loss: 6.20888536453247 | trans loss: 4.648366756439209
total loss: 6.098424181938172 | trans loss: 4.6104780244827275
total loss: 6.276362705230713 | trans loss: 4.667298860549927
total loss: 6.044810590744018 | trans loss: 4.583310823440552
total loss: 6.097725625038147 | trans loss: 4.593376250267029
total loss: 6.113856215476989 | trans loss: 4.5961261558532716
total loss: 6.11657069683075 | trans loss: 4.595450599193573
total loss: 5.989687714576721 | trans loss: 4.594680485725402
total loss: 5.937368087768554 | trans loss: 4.5319221448898315
total loss: 6.0197284173965455 | trans loss: 4.5664268970489506
total loss: 5.903226561546326 | trans loss: 4.517898931503296
total loss: 5.959836006164551 | trans loss: 4.546407413482666
total loss: 5.996693081855774 | trans loss: 4.594619965553283
total loss: 5.8542052221298215 | trans loss: 4.540989918708801
total loss: 5.797287974357605 | trans loss: 4.515287673473358
total loss: 5.790846304893494 | trans loss: 4.485629818439484
total loss: 5.842868428230286 | trans loss: 4.490448470115662
total loss: 5.788346724510193 | trans loss: 4.502854514122009
total loss: 5.906713590621949 | trans loss: 4.56435950756073
total loss: 5.7280143356323245 | trans loss: 4.47927166223526
total loss: 5.7412044095993044 | trans loss: 4.506704723834991
total loss: 5.741302084922791 | trans loss: 4.484305307865143
total loss: 5.797711143493652 | trans loss: 4.518814709186554
total loss: 5.764955725669861 | trans loss: 4.520831506252289
total loss: 5.682013626098633 | trans loss: 4.472356514930725
total loss: 5.705065770149231 | trans loss: 4.478974232673645
total loss: 5.656344161033631 | trans loss: 4.458983101844788
total loss: 5.722343373298645 | trans loss: 4.476370339393616
total loss: 5.653999419212341 | trans loss: 4.483647396564484
total loss: 5.733481569290161 | trans loss: 4.505305676460266
total loss: 5.646426992416382 | trans loss: 4.438532984256744
total loss: 5.634467849731445 | trans loss: 4.478597378730774
total loss: 5.646522216796875 | trans loss: 4.460422797203064
total loss: 5.564394326210022 | trans loss: 4.436759662628174
total loss: 5.578236970901489 | trans loss: 4.455470628738404
total loss: 5.601151013374329 | trans loss: 4.455037050247192
total loss: 5.550058965682983 | trans loss: 4.428954181671142
total loss: 5.563097739219666 | trans loss: 4.41737366437912
total loss: 5.607032279968262 | trans loss: 4.455748968124389
total loss: 5.636883935928345 | trans loss: 4.495526309013367
total loss: 5.581540207862854 | trans loss: 4.504737734794617
total loss: 5.604296841621399 | trans loss: 4.4863781023025515
total loss: 5.569324150085449 | trans loss: 4.44641975402832
total loss: 5.515848875045776 | trans loss: 4.439801411628723
total loss: 5.543016047477722 | trans loss: 4.431531946659089
total loss: 5.484242310523987 | trans loss: 4.406885557174682
total loss: 5.535920343399048 | trans loss: 4.438447341918946
total loss: 5.470982093811035 | trans loss: 4.399586791992188
total loss: 5.449586901664734 | trans loss: 4.380721001625061
total loss: 5.552933135032654 | trans loss: 4.434685692787171
total loss: 5.399895830154419 | trans loss: 4.39861688375473
total loss: 5.52321415901184 | trans loss: 4.4422797060012815
total loss: 5.45585382938385 | trans loss: 4.4022457838058475
total loss: 5.448930006027222 | trans loss: 4.428863592147827
total loss: 5.5548272228240965 | trans loss: 4.4796147584915165
total loss: 5.495631117820739 | trans loss: 4.388763890266419
total loss: 5.39043924331665 | trans loss: 4.402838451862335
total loss: 5.332804160118103 | trans loss: 4.374607410430908
total loss: 5.46258177280426 | trans loss: 4.42646782875061
total loss: 5.414001650810242 | trans loss: 4.388778581619262
total loss: 5.478896079063415 | trans loss: 4.428398723602295
total loss: 5.398700079917908 | trans loss: 4.405006396770477
total loss: 5.385778102874756 | trans loss: 4.338705041408539
total loss: 5.3816544771194454 | trans loss: 4.381478369235992
total loss: 5.357112336158752 | trans loss: 4.363852417469024
total loss: 5.385761141777039 | trans loss: 4.400119614601135
total loss: 5.3198234701156615 | trans loss: 4.353154294490814
total loss: 5.3568328714370725 | trans loss: 4.353255460262298
total loss: 5.41313753604889 | trans loss: 4.409926862716675
total loss: 5.308338494300842 | trans loss: 4.322364192008973
total loss: 5.3122575569152835 | trans loss: 4.323222658634186
total loss: 5.309433951377868 | trans loss: 4.347527594566345
total loss: 5.409981226921081 | trans loss: 4.396693868637085
total loss: 5.358658313751221 | trans loss: 4.374049043655395
total loss: 5.292150855064392 | trans loss: 4.32142810344696
total loss: 5.314126710891724 | trans loss: 4.337063534259796
total loss: 5.353762230873108 | trans loss: 4.387649734020233
total loss: 5.402081828117371 | trans loss: 4.409442570209503
total loss: 5.332657327651978 | trans loss: 4.358809635639191
total loss: 5.287194089889526 | trans loss: 4.341385316848755
total loss: 5.28189371585846 | trans loss: 4.340202887058258
total loss: 5.236248602867127 | trans loss: 4.329898035526275
total loss: 5.342986989021301 | trans loss: 4.358742437362671
total loss: 5.337934875488282 | trans loss: 4.3594988298416135
total loss: 5.393059811592102 | trans loss: 4.412886192798615
total loss: 5.28700779914856 | trans loss: 4.327974252700805
total loss: 5.25173819065094 | trans loss: 4.3398631167411805
total loss: 5.234939985275268 | trans loss: 4.305761332511902
total loss: 5.329115982055664 | trans loss: 4.369317195415497
total loss: 5.349042749404907 | trans loss: 4.369227423667907
total loss: 5.197669372558594 | trans loss: 4.321203618049622
total loss: 5.267312960624695 | trans loss: 4.3323484444618225
total loss: 5.228169302940369 | trans loss: 4.31917546749115
total loss: 5.287989749908447 | trans loss: 4.348058714866638
total loss: 5.227054095268249 | trans loss: 4.314655432701111
total loss: 5.201729159355164 | trans loss: 4.31918550491333
total loss: 5.190584111213684 | trans loss: 4.310182614326477
total loss: 5.200343418121338 | trans loss: 4.28802856206894
total loss: 5.315316443443298 | trans loss: 4.363250017166138
total loss: 5.231811175346374 | trans loss: 4.299282088279724
total loss: 5.2311194705963135 | trans loss: 4.298838949203491
total loss: 5.286160697937012 | trans loss: 4.306802616119385
total loss: 5.207677488327026 | trans loss: 4.326940703392029
total loss: 5.26048047542572 | trans loss: 4.320070352554321
total loss: 5.189202976226807 | trans loss: 4.310746891498566
total loss: 5.227955284118653 | trans loss: 4.3310760974884035
total loss: 5.218119840621949 | trans loss: 4.272750053405762
total loss: 5.207129697799683 | trans loss: 4.30773850440979
total loss: 5.175869946479797 | trans loss: 4.2973592925071715
total loss: 5.2076059913635255 | trans loss: 4.313862805366516
total loss: 5.221676273345947 | trans loss: 4.333722062110901
total loss: 5.157595319747925 | trans loss: 4.27950002670288
total loss: 5.27113112449646 | trans loss: 4.3279226207733155
total loss: 5.197937302589416 | trans loss: 4.313323848247528
total loss: 5.195740399360656 | trans loss: 4.321048862934113
total loss: 5.155551962852478 | trans loss: 4.25741037607193
total loss: 5.222068591117859 | trans loss: 4.3232731437683105
{'collision_loss': np.float64(0.004194135123439047),
 'grip_loss': np.float64(0.05240535768958367),
 'lr': np.float64(0.000560735659484683),
 'rot_loss_x': np.float64(0.15539711397120415),
 'rot_loss_y': np.float64(0.15490885203328794),
 'rot_loss_z': np.float64(1.5309601415806595),
 'total_loss': np.float64(6.753892013123381),
 'trans_loss': np.float64(4.856026400498922)}
Rank [0], Epoch [1]: Training on train dataset
 19%|█▉        | 3199/16666 [59:25<4:07:50,  1.10s/it]
total loss: 5.18276134967804 | trans loss: 4.295520963668824
total loss: 5.208608536720276 | trans loss: 4.328354947566986
total loss: 5.226106762886047 | trans loss: 4.322225129604339
total loss: 5.1781733083724975 | trans loss: 4.272926094532013
total loss: 5.146789255142212 | trans loss: 4.269718494415283
total loss: 5.183050060272217 | trans loss: 4.302737500667572
total loss: 5.092252550125122 | trans loss: 4.273085069656372
total loss: 5.13996132850647 | trans loss: 4.2717274475097655
total loss: 5.165408267974853 | trans loss: 4.264135100841522
total loss: 5.10140606880188 | trans loss: 4.229701900482178
total loss: 5.0997716903686525 | trans loss: 4.254645557403564
total loss: 5.126523685455322 | trans loss: 4.290613605976104
total loss: 5.07566210269928 | trans loss: 4.250740494728088
total loss: 5.144796838760376 | trans loss: 4.301692273616791
total loss: 5.121516027450562 | trans loss: 4.309294190406799
total loss: 5.120299391746521 | trans loss: 4.2692964339256285
total loss: 5.114433326721191 | trans loss: 4.261668386459351
total loss: 5.129677896499634 | trans loss: 4.278431935310364
total loss: 5.129585285186767 | trans loss: 4.286126716136932
total loss: 5.093138189315796 | trans loss: 4.264257345199585
total loss: 5.11156430721283 | trans loss: 4.272850120067597
total loss: 5.137465991973877 | trans loss: 4.268959701061249
total loss: 5.104005126953125 | trans loss: 4.249919867515564
total loss: 5.064157781600952 | trans loss: 4.235740511417389
total loss: 5.127179083824157 | trans loss: 4.263068511486053
total loss: 5.10875376701355 | trans loss: 4.271081945896149
total loss: 5.194125275611878 | trans loss: 4.278547508716583
total loss: 5.0976708793640135 | trans loss: 4.2536837363243105
total loss: 5.154100170135498 | trans loss: 4.3024823856353756
total loss: 5.056913690567017 | trans loss: 4.253835928440094
total loss: 5.066897201538086 | trans loss: 4.247562670707703
total loss: 5.071390671730041 | trans loss: 4.24751350402832
total loss: 5.114176239967346 | trans loss: 4.2938564491271975
total loss: 5.125329566001892 | trans loss: 4.269588377475738
total loss: 5.079647307395935 | trans loss: 4.254055366516114
total loss: 5.098336882591248 | trans loss: 4.2503477120399475
total loss: 4.987762975692749 | trans loss: 4.202233583927154
total loss: 5.121117701530457 | trans loss: 4.250827369689941
total loss: 5.044274177551269 | trans loss: 4.2317935609817505
total loss: 4.982726874351502 | trans loss: 4.209568357467651
total loss: 5.112345261573791 | trans loss: 4.249819457530975
total loss: 5.084170136451721 | trans loss: 4.263663356304169
total loss: 5.107277398109436 | trans loss: 4.250890045166016
total loss: 5.114344620704651 | trans loss: 4.256789617538452
total loss: 4.999122757911682 | trans loss: 4.203761696815491
total loss: 5.01554566860199 | trans loss: 4.201054215431213
total loss: 5.050905952453613 | trans loss: 4.2455355739593506
total loss: 4.991552262306214 | trans loss: 4.21982925415039
total loss: 5.090429568290711 | trans loss: 4.238227865695953
total loss: 5.019469876289367 | trans loss: 4.229873192310333
total loss: 5.018476548194886 | trans loss: 4.232026836872101
total loss: 5.050140752792358 | trans loss: 4.247832553386688
total loss: 5.010161385536194 | trans loss: 4.21874454498291
total loss: 5.0061271858215335 | trans loss: 4.2362069988250735
total loss: 5.044907364845276 | trans loss: 4.258403179645538
total loss: 5.1049591588974 | trans loss: 4.261794574260712
total loss: 4.893197512626648 | trans loss: 4.170475506782532
total loss: 5.015455842018127 | trans loss: 4.205374484062195
total loss: 5.023875031471253 | trans loss: 4.243287091255188
total loss: 4.960449366569519 | trans loss: 4.203852167129517
total loss: 5.049497299194336 | trans loss: 4.220887792110443
total loss: 5.067784729003907 | trans loss: 4.226555573940277
total loss: 5.013310718536377 | trans loss: 4.213057062625885
total loss: 5.047259283065796 | trans loss: 4.233824672698975
total loss: 4.999810900688171 | trans loss: 4.215951950550079
total loss: 4.985220732688904 | trans loss: 4.242084374427796
total loss: 5.08434061050415 | trans loss: 4.249803977012634
total loss: 4.972376546859741 | trans loss: 4.212615146636963
total loss: 5.0276266384124755 | trans loss: 4.212714848518371
total loss: 5.077054691314697 | trans loss: 4.245368766784668
total loss: 5.029173560142517 | trans loss: 4.248086733818054
total loss: 4.989669823646546 | trans loss: 4.218247175216675
total loss: 5.05381208896637 | trans loss: 4.2237253403663635
total loss: 5.074482169151306 | trans loss: 4.240227739810944
total loss: 5.014952363967896 | trans loss: 4.213312892913819
total loss: 5.067648358345032 | trans loss: 4.2698523759841915
total loss: 5.1233997631073 | trans loss: 4.256928563117981
total loss: 5.028320417404175 | trans loss: 4.209598100185394
total loss: 4.978870215415955 | trans loss: 4.198471124172211
total loss: 5.001766028404236 | trans loss: 4.205463778972626
total loss: 4.996705956459046 | trans loss: 4.183697988986969
total loss: 4.97177978515625 | trans loss: 4.212953381538391
total loss: 4.962246503829956 | trans loss: 4.1974307680130005
total loss: 5.021651620864868 | trans loss: 4.235039315223694
total loss: 5.000010638237 | trans loss: 4.2014778399467465
total loss: 5.038098597526551 | trans loss: 4.20603997707367
total loss: 4.930890665054322 | trans loss: 4.183796410560608
total loss: 4.972078204154968 | trans loss: 4.184368095397949
total loss: 4.965457139015197 | trans loss: 4.219029324054718
total loss: 4.9243565988540645 | trans loss: 4.16470766544342
total loss: 5.0336094570159915 | trans loss: 4.233601653575898
total loss: 5.05990761756897 | trans loss: 4.233143384456635
total loss: 4.947154903411866 | trans loss: 4.174947860240937
total loss: 4.883926057815552 | trans loss: 4.149678778648377
total loss: 4.975488505363464 | trans loss: 4.194328985214233
total loss: 4.953415489196777 | trans loss: 4.207638466358185
total loss: 4.9787570571899415 | trans loss: 4.2283893084526065
total loss: 4.9884271240234375 | trans loss: 4.214144616127014
total loss: 5.06790611743927 | trans loss: 4.242583503723145
total loss: 4.92418948173523 | trans loss: 4.200829448699952
total loss: 4.9367975950241085 | trans loss: 4.165933158397674
total loss: 4.936626081466675 | trans loss: 4.178906121253967
total loss: 4.966957035064698 | trans loss: 4.208593437671661
total loss: 5.000905303955078 | trans loss: 4.215132484436035
total loss: 4.983195548057556 | trans loss: 4.202777841091156
total loss: 4.974531733989716 | trans loss: 4.178629212379455
total loss: 4.963897500038147 | trans loss: 4.17551946401596
total loss: 5.021644606590271 | trans loss: 4.2400594687461854
total loss: 4.953974885940552 | trans loss: 4.21050924539566
total loss: 4.984403023719787 | trans loss: 4.204614672660828
total loss: 4.939677505493164 | trans loss: 4.18458105802536
total loss: 4.9915993022918705 | trans loss: 4.205585241317749
total loss: 4.957406892776489 | trans loss: 4.1924325633049015
total loss: 4.934162011146546 | trans loss: 4.188919992446899
total loss: 4.938085899353028 | trans loss: 4.180672817230224
total loss: 4.9416663408279415 | trans loss: 4.173451685905457
total loss: 4.935027499198913 | trans loss: 4.17499781370163
total loss: 4.9463625192642215 | trans loss: 4.164668703079224
total loss: 5.010401973724365 | trans loss: 4.202654912471771
total loss: 4.9984792137145995 | trans loss: 4.209586992263794
total loss: 4.903732099533081 | trans loss: 4.1581205534935
total loss: 4.970064792633057 | trans loss: 4.202667262554169
total loss: 4.858318276405335 | trans loss: 4.15766056060791
total loss: 4.883084478378296 | trans loss: 4.169060492515564
total loss: 4.919160227775574 | trans loss: 4.160120460987091
total loss: 4.898230872154236 | trans loss: 4.1791248750686645
total loss: 4.980001940727234 | trans loss: 4.199214923381805
total loss: 4.9050535249710085 | trans loss: 4.164713034629822
total loss: 4.919126896858216 | trans loss: 4.183045928478241
total loss: 4.967976078987122 | trans loss: 4.183157515525818
total loss: 4.8876609611511235 | trans loss: 4.17045488357544
total loss: 4.896486146450043 | trans loss: 4.182300884723663
total loss: 4.91127393245697 | trans loss: 4.165019643306732
total loss: 4.869577441215515 | trans loss: 4.145360956192016
total loss: 4.927943568229676 | trans loss: 4.158395526409149
total loss: 4.845304398536682 | trans loss: 4.1326468825340275
total loss: 4.915123920440674 | trans loss: 4.1587809300422665
total loss: 4.9506405210494995 | trans loss: 4.207897257804871
total loss: 4.980039668083191 | trans loss: 4.202111756801605
total loss: 4.852464008331299 | trans loss: 4.146791567802429
total loss: 4.937139029502869 | trans loss: 4.185312373638153
total loss: 4.934326715469361 | trans loss: 4.202719118595123
total loss: 4.893894252777099 | trans loss: 4.169435420036316
total loss: 4.867121105194092 | trans loss: 4.150315062999725
total loss: 4.849701714515686 | trans loss: 4.144861788749695
total loss: 4.8487083220481875 | trans loss: 4.137894988059998
total loss: 4.915393624305725 | trans loss: 4.179390316009521
total loss: 4.979694905281067 | trans loss: 4.188619387149811
total loss: 4.87750816822052 | trans loss: 4.150803663730621
total loss: 4.8962500858306885 | trans loss: 4.171278879642487
total loss: 4.892010521888733 | trans loss: 4.186418466567993
total loss: 4.862793502807617 | trans loss: 4.178967807292938
total loss: 4.9102021503448485 | trans loss: 4.161294808387757
total loss: 4.83658055305481 | trans loss: 4.1329706239700315
total loss: 4.895779094696045 | trans loss: 4.122851629257202
total loss: 4.871536803245545 | trans loss: 4.151696434020996
total loss: 4.851808633804321 | trans loss: 4.144026675224304
total loss: 4.903984794616699 | trans loss: 4.160414707660675
total loss: 4.916748642921448 | trans loss: 4.168892774581909
total loss: 4.880907416343689 | trans loss: 4.147267510890961
total loss: 4.878332214355469 | trans loss: 4.13786013841629
total loss: 4.900789427757263 | trans loss: 4.1800383687019345
total loss: 4.947115502357483 | trans loss: 4.174563632011414
total loss: 4.9587590742111205 | trans loss: 4.195567646026611
total loss: 4.875024380683899 | trans loss: 4.170243711471557
total loss: 4.869648537635803 | trans loss: 4.165438914299012
{'collision_loss': np.float64(5.720486739981383e-09),
 'grip_loss': np.float64(0.0018578533836731232),
 'lr': np.float64(0.0005714148885551635),
 'rot_loss_x': np.float64(0.004446759398992001),
 'rot_loss_y': np.float64(0.006489251415638778),
 'rot_loss_z': np.float64(0.7757434271151716),
 'total_loss': np.float64(5.002196561069916),
 'trans_loss': np.float64(4.2136592841242795)}
Rank [0], Epoch [2]: Training on train dataset
 19%|█▉        | 3199/16666 [59:40<4:09:53,  1.11s/it]
total loss: 4.893012952804566 | trans loss: 4.159720728397369
total loss: 4.89660484790802 | trans loss: 4.160978033542633
total loss: 4.884501810073853 | trans loss: 4.150080671310425
total loss: 4.892771582603455 | trans loss: 4.155756714344025
total loss: 4.797705817222595 | trans loss: 4.141888000965118
total loss: 4.900887641906738 | trans loss: 4.149930965900421
total loss: 4.970587158203125 | trans loss: 4.171491181850433
total loss: 4.853256278038025 | trans loss: 4.166859169006347
total loss: 4.9289363718032835 | trans loss: 4.180629949569703
total loss: 4.775885915756225 | trans loss: 4.125977327823639
total loss: 4.804974136352539 | trans loss: 4.125309579372406
total loss: 4.889179229736328 | trans loss: 4.194014003276825
total loss: 4.790086297988892 | trans loss: 4.106724603176117
total loss: 4.847584543228149 | trans loss: 4.127149028778076
total loss: 4.925909814834594 | trans loss: 4.182543392181397
total loss: 4.84822518825531 | trans loss: 4.127212405204773
total loss: 4.8119960165023805 | trans loss: 4.131879444122315
total loss: 4.807154726982117 | trans loss: 4.116856372356414
total loss: 4.882187781333923 | trans loss: 4.1750475740432735
total loss: 4.771879296302796 | trans loss: 4.1005035448074345
total loss: 4.922174491882324 | trans loss: 4.182961921691895
total loss: 4.784005756378174 | trans loss: 4.0939423680305485
total loss: 4.804749131202698 | trans loss: 4.113777747154236
total loss: 4.795239839553833 | trans loss: 4.114543631076812
total loss: 4.847879161834717 | trans loss: 4.13415287733078
total loss: 4.791780157089233 | trans loss: 4.116629483699799
total loss: 4.866203927993775 | trans loss: 4.155515167713165
total loss: 4.796234908103943 | trans loss: 4.107777926921845
total loss: 4.898238363265992 | trans loss: 4.136301159858704
total loss: 4.838355832099914 | trans loss: 4.164520483016968
total loss: 4.80580819606781 | trans loss: 4.125136108398437
total loss: 4.888304734230042 | trans loss: 4.160228927135467
total loss: 4.812677593231201 | trans loss: 4.11340636253357
total loss: 4.809335441589355 | trans loss: 4.1099214005470275
total loss: 4.792601079940796 | trans loss: 4.110700244903565
total loss: 4.858055949211121 | trans loss: 4.163597385883332
total loss: 4.880240206718445 | trans loss: 4.150440645217896
total loss: 4.857935562133789 | trans loss: 4.15058082818985
total loss: 4.837400188446045 | trans loss: 4.131971135139465
total loss: 4.769305982589722 | trans loss: 4.118023326396942
total loss: 4.785354828834533 | trans loss: 4.136881585121155
total loss: 4.8032676887512205 | trans loss: 4.129918692111969
total loss: 4.7778585195541385 | trans loss: 4.090542349815369
total loss: 4.75382782459259 | trans loss: 4.1005428028106685
total loss: 4.7746196508407595 | trans loss: 4.095952448844909
total loss: 4.873685908317566 | trans loss: 4.133131363391876
total loss: 4.789319705963135 | trans loss: 4.108274521827698
total loss: 4.805223796367645 | trans loss: 4.115560853481293
total loss: 4.774580364227295 | trans loss: 4.120787496566773
total loss: 4.825120449066162 | trans loss: 4.100665729045868
total loss: 4.811855053901672 | trans loss: 4.138070363998413
total loss: 4.757624826431274 | trans loss: 4.102161808013916
total loss: 4.767277965545654 | trans loss: 4.104557967185974
total loss: 4.772339234352112 | trans loss: 4.114177403450012
total loss: 4.835733027458191 | trans loss: 4.1399883460998534
total loss: 4.814434671401978 | trans loss: 4.11619380235672
total loss: 4.890094175338745 | trans loss: 4.182238683700562
total loss: 4.792980246543884 | trans loss: 4.093260493278503
total loss: 4.7958502769470215 | trans loss: 4.130677287578583
total loss: 4.825005621910095 | trans loss: 4.141449210643768
total loss: 4.82446747303009 | trans loss: 4.150827233791351
total loss: 4.757172040939331 | trans loss: 4.099109709262848
total loss: 4.806383275985718 | trans loss: 4.1239134573936465
total loss: 4.757654728889466 | trans loss: 4.099089238643646
total loss: 4.8093539905548095 | trans loss: 4.139569184780121
total loss: 4.762999346256256 | trans loss: 4.098071143627167
total loss: 4.7269023990631105 | trans loss: 4.10503796339035
total loss: 4.781144623756409 | trans loss: 4.109932177066803
total loss: 4.789844508171082 | trans loss: 4.119143381118774
total loss: 4.811216330528259 | trans loss: 4.110937728881836
total loss: 4.791596066951752 | trans loss: 4.1383327913284305
total loss: 4.714888367652893 | trans loss: 4.081304059028626
total loss: 4.780773572921753 | trans loss: 4.1003301095962525
total loss: 4.759600298404694 | trans loss: 4.118554272651672
total loss: 4.789091982841492 | trans loss: 4.113439378738403
total loss: 4.806999759674072 | trans loss: 4.128887321949005
total loss: 4.700799770355225 | trans loss: 4.084342160224915
total loss: 4.809292953014374 | trans loss: 4.13247373342514
total loss: 4.7333302855491635 | trans loss: 4.085160422325134
total loss: 4.776485433578491 | trans loss: 4.095249781608581
total loss: 4.747834677696228 | trans loss: 4.116228516101837
total loss: 4.745170092582702 | trans loss: 4.10615002155304
total loss: 4.7073187828063965 | trans loss: 4.070844669342041
total loss: 4.75797991514206 | trans loss: 4.093814187049865
total loss: 4.8146842050552365 | trans loss: 4.109594678878784
total loss: 4.721461110115051 | trans loss: 4.097044155597687
total loss: 4.711526370048523 | trans loss: 4.080483915805817
total loss: 4.756080408096313 | trans loss: 4.08925927400589
total loss: 4.761152982711792 | trans loss: 4.10407331943512
total loss: 4.769781489372253 | trans loss: 4.095515079498291
total loss: 4.734500756263733 | trans loss: 4.090924038887024
total loss: 4.725028903484344 | trans loss: 4.095369358062744
total loss: 4.782796926498413 | trans loss: 4.09273227930069
total loss: 4.710429697036743 | trans loss: 4.043652563095093
total loss: 4.733146195411682 | trans loss: 4.089327981472016
