Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/16666 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [36, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [36, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 19%|█▉        | 3199/16666 [59:29<4:06:38,  1.10s/it]
total loss: 24.848632335662842 | trans loss: 10.81609839439392
total loss: 5.55691855430603 | trans loss: 4.4279188585281375
total loss: 5.449327960014343 | trans loss: 4.42388905286789
total loss: 5.4960611534118655 | trans loss: 4.4121084403991695
total loss: 5.421075782775879 | trans loss: 4.431118049621582
total loss: 5.5084041452407835 | trans loss: 4.4223639154434204
total loss: 5.513415560722351 | trans loss: 4.468800370693207
total loss: 5.539430990219116 | trans loss: 4.468087632656097
total loss: 5.348358197212219 | trans loss: 4.3857431936264035
total loss: 5.45304850101471 | trans loss: 4.415559561252594
total loss: 5.545226197242737 | trans loss: 4.460570883750916
total loss: 5.51179141998291 | trans loss: 4.461729907989502
total loss: 5.367392368316651 | trans loss: 4.382254576683044
total loss: 5.440009140968323 | trans loss: 4.392055695056915
total loss: 5.3765909337997435 | trans loss: 4.3937099123001095
total loss: 5.273659749031067 | trans loss: 4.363810651302337
total loss: 5.447162322998047 | trans loss: 4.420239269733429
total loss: 5.408112268447876 | trans loss: 4.431920421123505
total loss: 5.4243753719329835 | trans loss: 4.421385397911072
total loss: 5.336553225517273 | trans loss: 4.380371413230896
total loss: 5.423529205322265 | trans loss: 4.405094168186188
total loss: 5.326156420707703 | trans loss: 4.347052695751191
total loss: 5.401358661651611 | trans loss: 4.396591818332672
total loss: 5.363485770225525 | trans loss: 4.346065723896027
total loss: 5.25156524181366 | trans loss: 4.342393641471863
total loss: 5.340126609802246 | trans loss: 4.376733765602112
total loss: 5.367420372962951 | trans loss: 4.377636620998382
total loss: 5.245285367965698 | trans loss: 4.333841569423676
total loss: 5.331979689598083 | trans loss: 4.380672521591187
total loss: 5.350561280250549 | trans loss: 4.378102204799652
total loss: 5.416730432510376 | trans loss: 4.417288506031037
total loss: 5.355174541473389 | trans loss: 4.339361367225647
total loss: 5.228627452850342 | trans loss: 4.333732917308807
total loss: 5.412073001861573 | trans loss: 4.402660412788391
total loss: 5.3913952922821045 | trans loss: 4.402301208972931
total loss: 5.2729510402679445 | trans loss: 4.352814056873322
total loss: 5.2682638931274415 | trans loss: 4.360754461288452
total loss: 5.316208982467652 | trans loss: 4.359665641784668
total loss: 5.3414740562438965 | trans loss: 4.375431187152863
total loss: 5.350766620635986 | trans loss: 4.399693903923034
total loss: 5.346286897659302 | trans loss: 4.3961049485206605
total loss: 5.356251668930054 | trans loss: 4.382582995891571
total loss: 5.256856036186218 | trans loss: 4.347655370235443
total loss: 5.321773424148559 | trans loss: 4.365538942813873
total loss: 5.262968754768371 | trans loss: 4.358882365226745
total loss: 5.322971487045288 | trans loss: 4.355675444602967
total loss: 5.166831665039062 | trans loss: 4.303769390583039
total loss: 5.301045484542847 | trans loss: 4.3710695028305055
total loss: 5.30202844619751 | trans loss: 4.38230099439621
total loss: 5.2562488842010495 | trans loss: 4.336937766075135
total loss: 5.223015642166137 | trans loss: 4.313450491428375
total loss: 5.179662466049194 | trans loss: 4.309869468212128
total loss: 5.261944971084595 | trans loss: 4.339330184459686
total loss: 5.2055803442001345 | trans loss: 4.3090556573867795
total loss: 5.236038336753845 | trans loss: 4.328375134468079
total loss: 5.210359215736389 | trans loss: 4.319831876754761
total loss: 5.256517543792724 | trans loss: 4.326973266601563
total loss: 5.166041660308838 | trans loss: 4.287807631492615
total loss: 5.17811342716217 | trans loss: 4.311402330398559
total loss: 5.204787492752075 | trans loss: 4.321435685157776
total loss: 5.163140678405762 | trans loss: 4.289620652198791
total loss: 5.280985493659973 | trans loss: 4.334730634689331
total loss: 5.189002542495728 | trans loss: 4.3059518432617185
total loss: 5.144400782585144 | trans loss: 4.277997362613678
total loss: 5.186671595573426 | trans loss: 4.279580886363983
total loss: 5.185439858436585 | trans loss: 4.315267097949982
total loss: 5.302253232002259 | trans loss: 4.338060302734375
total loss: 5.174921803474426 | trans loss: 4.286051697731018
total loss: 5.211994676589966 | trans loss: 4.319432535171509
total loss: 5.208270378112793 | trans loss: 4.280161364078522
{'collision_loss': np.float64(0.005497820420517366),
 'grip_loss': np.float64(0.05154316937039286),
 'lr': np.float64(0.000560735659484683),
 'rot_loss_x': np.float64(0.1587672783309694),
 'rot_loss_y': np.float64(0.14277313660086263),
 'rot_loss_z': np.float64(1.5328874422701542),
 'total_loss': np.float64(6.756768735619878),
 'trans_loss': np.float64(4.865299875433242)}
Rank [0], Epoch [1]: Training on train dataset
 19%|█▉        | 3199/16666 [59:32<4:16:44,  1.14s/it]
total loss: 5.182573323249817 | trans loss: 4.278394641876221
total loss: 5.214093813896179 | trans loss: 4.309994719028473
total loss: 5.27080696105957 | trans loss: 4.353172850608826
total loss: 5.161892328262329 | trans loss: 4.270165016651154
total loss: 5.107913570404053 | trans loss: 4.268751900196076
total loss: 5.202869567871094 | trans loss: 4.315192186832428
total loss: 5.209238591194153 | trans loss: 4.342434046268463
total loss: 5.152827959060669 | trans loss: 4.2793832516670225
total loss: 5.162147917747498 | trans loss: 4.265081267356873
total loss: 5.128982162475586 | trans loss: 4.299042150974274
total loss: 5.140269184112549 | trans loss: 4.310523109436035
total loss: 5.2575298070907595 | trans loss: 4.334569160938263
total loss: 5.185403761863708 | trans loss: 4.327730224132538
total loss: 5.153454146385193 | trans loss: 4.302149229049682
total loss: 5.140396308898926 | trans loss: 4.290792183876038
total loss: 5.219861898422241 | trans loss: 4.3245146942138675
total loss: 5.144721984863281 | trans loss: 4.302245218753814
total loss: 5.1693557929992675 | trans loss: 4.303443675041199
total loss: 5.1794198751449585 | trans loss: 4.310596270561218
total loss: 5.13876049041748 | trans loss: 4.261074585914612
total loss: 5.1672024822235105 | trans loss: 4.308466625213623
total loss: 5.091782331466675 | trans loss: 4.248436362743377
total loss: 5.0926987838745115 | trans loss: 4.258200867176056
total loss: 5.057869725227356 | trans loss: 4.245350089073181
total loss: 5.098049125671387 | trans loss: 4.290991432666779
total loss: 5.117840280532837 | trans loss: 4.282191555500031
total loss: 5.090738635063172 | trans loss: 4.245859727859497
total loss: 5.116603045463562 | trans loss: 4.281657981872558
total loss: 5.091437935829163 | trans loss: 4.269824364185333
total loss: 5.062069883346558 | trans loss: 4.256309096813202
total loss: 5.171297278404236 | trans loss: 4.2771239089965825
total loss: 5.16149290561676 | trans loss: 4.311427059173584
total loss: 5.117662677764892 | trans loss: 4.278669483661652
total loss: 5.122662177085877 | trans loss: 4.28323007106781
total loss: 5.110517835617065 | trans loss: 4.287340004444122
total loss: 5.113794913291931 | trans loss: 4.281558575630188
total loss: 5.10379346370697 | trans loss: 4.281320860385895
total loss: 5.062055320739746 | trans loss: 4.243470530509949
total loss: 5.13016261100769 | trans loss: 4.271162281036377
total loss: 5.04286744594574 | trans loss: 4.219070799350739
total loss: 5.00243350982666 | trans loss: 4.229740858078003
total loss: 5.045267887115479 | trans loss: 4.226637382507324
total loss: 5.066289730072022 | trans loss: 4.255454657077789
total loss: 5.134815535545349 | trans loss: 4.293688654899597
total loss: 5.045800461769104 | trans loss: 4.238514273166657
total loss: 4.957159070968628 | trans loss: 4.210738546848297
total loss: 5.113986701965332 | trans loss: 4.268632287979126
total loss: 5.03996256351471 | trans loss: 4.244927382469177
total loss: 5.104861917495728 | trans loss: 4.270777411460877
total loss: 5.0636601161956785 | trans loss: 4.229465148448944
total loss: 5.064411125183105 | trans loss: 4.243539507389069
total loss: 5.175884213447571 | trans loss: 4.307572338581085
total loss: 5.071290230751037 | trans loss: 4.257114379405976
total loss: 5.092824759483338 | trans loss: 4.236582489013672
total loss: 5.0541344833374025 | trans loss: 4.245674574375153
total loss: 5.067731499671936 | trans loss: 4.250714514255524
total loss: 5.015037975311279 | trans loss: 4.224617917537689
total loss: 5.05862557888031 | trans loss: 4.264593524932861
total loss: 5.102970685958862 | trans loss: 4.286291365623474
total loss: 5.026435298919678 | trans loss: 4.250117146968842
total loss: 5.011172232627868 | trans loss: 4.225220563411713
total loss: 5.007842292785645 | trans loss: 4.2418279814720155
total loss: 5.011816248893738 | trans loss: 4.238615403175354
total loss: 5.113535799980164 | trans loss: 4.280945868492126
total loss: 4.961983432769776 | trans loss: 4.2013477206230165
total loss: 5.049817633628845 | trans loss: 4.239184339046478
total loss: 5.014566206932068 | trans loss: 4.234164035320282
total loss: 5.073765206336975 | trans loss: 4.257148396968842
total loss: 4.9692165303230285 | trans loss: 4.23307855129242
total loss: 5.028385629653931 | trans loss: 4.2357987117767335
total loss: 5.08743182182312 | trans loss: 4.2510433101654055
total loss: 5.042950582504273 | trans loss: 4.24930584192276
total loss: 5.012023196220398 | trans loss: 4.2321671605110165
total loss: 4.980706877708435 | trans loss: 4.1909766244888305
total loss: 4.993663234710693 | trans loss: 4.219906735420227
total loss: 5.087656712532043 | trans loss: 4.225309104919433
total loss: 5.053764238357544 | trans loss: 4.252085144519806
total loss: 5.042647957801819 | trans loss: 4.232255911827087
total loss: 5.001683630943298 | trans loss: 4.211280465126038
total loss: 5.055263657569885 | trans loss: 4.237239120006561
total loss: 5.103897457122803 | trans loss: 4.272548031806946
total loss: 4.960492081642151 | trans loss: 4.231139526367188
total loss: 5.0596045398712155 | trans loss: 4.217905068397522
total loss: 4.9939814376831055 | trans loss: 4.206196446418762
total loss: 5.027216811180114 | trans loss: 4.250459835529328
total loss: 5.017231936454773 | trans loss: 4.228339076042175
total loss: 4.99736379146576 | trans loss: 4.230702302455902
total loss: 5.0249820947647095 | trans loss: 4.238385136127472
total loss: 5.0075499010086055 | trans loss: 4.242713761329651
total loss: 5.003076529502868 | trans loss: 4.219836301803589
total loss: 5.003286085128784 | trans loss: 4.2479066348075865
total loss: 5.0615753698349 | trans loss: 4.2573579621315005
total loss: 5.05418261051178 | trans loss: 4.235521171092987
total loss: 5.0279582977294925 | trans loss: 4.25010320186615
total loss: 4.983482890129089 | trans loss: 4.228380701541901
total loss: 4.978227593898773 | trans loss: 4.21767454624176
total loss: 5.027629041671753 | trans loss: 4.218141012191772
total loss: 5.07573067188263 | trans loss: 4.2423712301254275
total loss: 4.938521556854248 | trans loss: 4.190564217567444
total loss: 5.000430331230164 | trans loss: 4.235047590732575
total loss: 4.989331183433532 | trans loss: 4.228118081092834
total loss: 4.997347311973572 | trans loss: 4.218413047790527
total loss: 4.928352658748627 | trans loss: 4.193799195289611
total loss: 4.974897694587708 | trans loss: 4.193499722480774
total loss: 4.900010452270508 | trans loss: 4.159437906742096
total loss: 4.938484721183777 | trans loss: 4.188087491989136
total loss: 5.032099342346191 | trans loss: 4.225506086349487
total loss: 4.98985445022583 | trans loss: 4.196785767078399
total loss: 5.032427835464477 | trans loss: 4.253483982086181
total loss: 4.957728052139283 | trans loss: 4.197672033309937
total loss: 5.026684536933899 | trans loss: 4.208993794918061
total loss: 4.961163415908813 | trans loss: 4.183782637119293
total loss: 5.0189096641540525 | trans loss: 4.242830638885498
total loss: 4.978564682006836 | trans loss: 4.243693664073944
total loss: 4.929019598960877 | trans loss: 4.1921850991249086
total loss: 4.932433505058288 | trans loss: 4.189543273448944
total loss: 4.987304873466492 | trans loss: 4.2097502708435055
total loss: 4.872039704322815 | trans loss: 4.166176609992981
total loss: 4.97735481262207 | trans loss: 4.206083297729492
total loss: 5.011205372810363 | trans loss: 4.212293140888214
total loss: 4.940423250198364 | trans loss: 4.178017933368682
total loss: 4.975486869812012 | trans loss: 4.212174196243286
total loss: 4.95089864730835 | trans loss: 4.198321793079376
total loss: 4.90012158870697 | trans loss: 4.177513103485108
total loss: 4.956250677108764 | trans loss: 4.208561975955963
total loss: 4.8920745229721065 | trans loss: 4.172070302963257
total loss: 4.905262560844421 | trans loss: 4.176269361972809
total loss: 4.877022843360901 | trans loss: 4.18265923500061
total loss: 4.995446963310242 | trans loss: 4.219485175609589
total loss: 4.928746747970581 | trans loss: 4.182846765518189
total loss: 4.96106183052063 | trans loss: 4.204269382953644
total loss: 4.97177255153656 | trans loss: 4.208766930103302
total loss: 4.909654569625855 | trans loss: 4.195369744300843
total loss: 4.890039148330689 | trans loss: 4.172633984088898
total loss: 4.959553189277649 | trans loss: 4.199661567211151
total loss: 4.935025014877319 | trans loss: 4.180397210121154
total loss: 4.8964509725570675 | trans loss: 4.196495432853698
total loss: 4.916376037597656 | trans loss: 4.199343893527985
total loss: 4.976676001548767 | trans loss: 4.238763606548309
total loss: 4.877825355529785 | trans loss: 4.166873292922974
total loss: 4.957940611839295 | trans loss: 4.1998310875892635
total loss: 4.969189386367798 | trans loss: 4.213150486946106
total loss: 4.921659049987793 | trans loss: 4.173587460517883
total loss: 4.929501008987427 | trans loss: 4.187296164035797
total loss: 4.957428321838379 | trans loss: 4.211012403964997
total loss: 4.9199579095840456 | trans loss: 4.192010037899017
total loss: 4.890563745498657 | trans loss: 4.173367557525634
total loss: 4.9008050584793095 | trans loss: 4.188998010158539
total loss: 4.89857961654663 | trans loss: 4.196263198852539
total loss: 4.891196146011352 | trans loss: 4.179575645923615
total loss: 4.881743998527527 | trans loss: 4.175987522602082
total loss: 4.895484671592713 | trans loss: 4.1589399933815
total loss: 4.880418748855591 | trans loss: 4.164011242389679
total loss: 4.902270474433899 | trans loss: 4.174629211425781
total loss: 4.940336513519287 | trans loss: 4.177882261276245
total loss: 4.875780377388001 | trans loss: 4.149582128524781
total loss: 4.901263465881348 | trans loss: 4.175855357646942
total loss: 4.881549506187439 | trans loss: 4.21094788312912
total loss: 4.900172924995422 | trans loss: 4.1741139340400695
total loss: 4.836658444404602 | trans loss: 4.153366165161133
total loss: 4.866375851631164 | trans loss: 4.161057255268097
total loss: 4.968220601081848 | trans loss: 4.204901063442231
total loss: 4.846901106834411 | trans loss: 4.142548968791962
total loss: 4.927103443145752 | trans loss: 4.1960245847702025
total loss: 4.907072577476502 | trans loss: 4.207751185894012
total loss: 4.8940407037734985 | trans loss: 4.179630708694458
{'collision_loss': np.float64(2.8795798772341473e-07),
 'grip_loss': np.float64(0.002467959943109043),
 'lr': np.float64(0.0005714148885551635),
 'rot_loss_x': np.float64(0.004614984234372004),
 'rot_loss_y': np.float64(0.006375847001837423),
 'rot_loss_z': np.float64(0.775155873597473),
 'total_loss': np.float64(5.020688123653219),
 'trans_loss': np.float64(4.232073196912175)}
Rank [0], Epoch [2]: Training on train dataset
 19%|█▉        | 3199/16666 [59:21<4:08:25,  1.11s/it]
total loss: 4.890554084777832 | trans loss: 4.187108650207519
total loss: 4.87070207118988 | trans loss: 4.1882095885276795
total loss: 4.909005661010742 | trans loss: 4.178586645126343
total loss: 4.902134656906128 | trans loss: 4.183396668434143
total loss: 4.830966763496399 | trans loss: 4.141987679004669
total loss: 4.898822700977325 | trans loss: 4.170565338134765
total loss: 4.909181098937989 | trans loss: 4.156873767375946
total loss: 4.8074507188797 | trans loss: 4.150976836681366
total loss: 4.897647647857666 | trans loss: 4.172823717594147
total loss: 4.923404092788696 | trans loss: 4.2179771375656125
total loss: 4.849482121467591 | trans loss: 4.149227519035339
total loss: 4.817084617614746 | trans loss: 4.160450165271759
total loss: 4.907913327217102 | trans loss: 4.1591055560112
total loss: 4.849508228302002 | trans loss: 4.1526523876190184
total loss: 4.864245586395263 | trans loss: 4.167635877132415
total loss: 4.899662876129151 | trans loss: 4.18251924276352
total loss: 4.882529196739196 | trans loss: 4.161936299800873
total loss: 4.891513929367066 | trans loss: 4.174443335533142
total loss: 4.911141715049744 | trans loss: 4.198533592224121
total loss: 4.905408129692078 | trans loss: 4.1826460075378415
total loss: 4.828119993209839 | trans loss: 4.166661157608032
total loss: 4.884388313293457 | trans loss: 4.174639501571655
total loss: 4.922437124252319 | trans loss: 4.202529726028442
total loss: 4.823641095161438 | trans loss: 4.154663333892822
total loss: 4.863392057418824 | trans loss: 4.160305547714233
total loss: 4.785852298736573 | trans loss: 4.125730304718018
total loss: 4.82850371837616 | trans loss: 4.142053174972534
total loss: 4.842761127948761 | trans loss: 4.132475347518921
total loss: 4.876740875244141 | trans loss: 4.158091120719909
total loss: 4.8817403650283815 | trans loss: 4.187343056201935
total loss: 4.8339709329605105 | trans loss: 4.15134393453598
total loss: 4.7933267402648925 | trans loss: 4.145143129825592
total loss: 4.861536865234375 | trans loss: 4.151558547019959
total loss: 4.805253677368164 | trans loss: 4.091829550266266
total loss: 4.82940699338913 | trans loss: 4.157402369976044
total loss: 4.768862581253051 | trans loss: 4.126042664051056
total loss: 4.845773377418518 | trans loss: 4.152167744636536
total loss: 4.827893357276917 | trans loss: 4.151265544891357
total loss: 4.830281186103821 | trans loss: 4.144907612800598
total loss: 4.93451958656311 | trans loss: 4.171988508701324
total loss: 4.823620715141296 | trans loss: 4.157685205936432
total loss: 4.796169095039367 | trans loss: 4.148760623931885
total loss: 4.814294085502625 | trans loss: 4.120296173095703
total loss: 4.791798386573792 | trans loss: 4.123156538009644
total loss: 4.888639817237854 | trans loss: 4.165287485122681
total loss: 4.800080034732819 | trans loss: 4.135149874687195
total loss: 4.872296829223632 | trans loss: 4.151669707298279
total loss: 4.837775890827179 | trans loss: 4.143435366153717
total loss: 4.7995075464248655 | trans loss: 4.138143985271454
total loss: 4.783529396057129 | trans loss: 4.098820967674255
total loss: 4.781927027702332 | trans loss: 4.11143581867218
total loss: 4.812567806243896 | trans loss: 4.1242935800552365
total loss: 4.79733636379242 | trans loss: 4.123194236755371
total loss: 4.862192578315735 | trans loss: 4.157920939922333
total loss: 4.818757448196411 | trans loss: 4.13881505727768
total loss: 4.800796036720276 | trans loss: 4.133057854175568
total loss: 4.789774920940399 | trans loss: 4.117026884555816
total loss: 4.725399961471558 | trans loss: 4.095015053749084
total loss: 4.812332148551941 | trans loss: 4.152225110530853
total loss: 4.787018523216248 | trans loss: 4.121651902198791
total loss: 4.848621473312378 | trans loss: 4.152022471427918
total loss: 4.844240853786468 | trans loss: 4.1442737078666685
total loss: 4.7334867811203 | trans loss: 4.122724547386169
total loss: 4.838971982002258 | trans loss: 4.142458438873291
total loss: 4.755972576141358 | trans loss: 4.108560345172882
total loss: 4.832199251651764 | trans loss: 4.145549654960632
total loss: 4.7920177555084225 | trans loss: 4.124329965114594
total loss: 4.859389796257019 | trans loss: 4.134611282348633
total loss: 4.816706876754761 | trans loss: 4.162843718528747
total loss: 4.733293995857239 | trans loss: 4.100603811740875
total loss: 4.838497619628907 | trans loss: 4.154244620800018
total loss: 4.7785884428024294 | trans loss: 4.135370991230011
total loss: 4.811882119178772 | trans loss: 4.145801870822907
total loss: 4.774068703651428 | trans loss: 4.110661306381226
total loss: 4.7483628511428835 | trans loss: 4.112989921569824
total loss: 4.799790377616882 | trans loss: 4.1232431030273435
total loss: 4.77804663181305 | trans loss: 4.134051089286804
total loss: 4.729546785354614 | trans loss: 4.105645754337311
total loss: 4.775087072849273 | trans loss: 4.131556968688965
total loss: 4.776557440757752 | trans loss: 4.1307790875434875
total loss: 4.735327968597412 | trans loss: 4.086674680709839
total loss: 4.776593194007874 | trans loss: 4.141476571559906
total loss: 4.795858478546142 | trans loss: 4.139087646007538
total loss: 4.74974027633667 | trans loss: 4.136865425109863
total loss: 4.794223861694336 | trans loss: 4.153203451633454
